xcl,ycl,xvcl,yvcl,xlt,ylt,xvlt,yvlt,xtt,ytt,xvtt,yvtt
11.400481,43.721965,-0.000000,0.0000000.063198,0.062378,11.381209,43.612213,-0.000000198,0.000000039,11.464864,43.841295,-0.000000,0.000000
11.202352,43.761712,-0.000000,0.0000000.126564,0.138816,11.195509,43.615780,-0.000000198,0.000000038,11.227756,43.907174,-0.000000,0.000000
11.004020,43.800664,-0.000000,0.0000000.159656,0.066779,11.019256,43.651189,-0.000000198,0.000000037,11.026244,43.929576,-0.000000,0.000000
10.805487,43.838821,-0.000000,0.0000000.192277,0.139890,10.774932,43.679314,-0.000000198,0.000000036,10.815431,43.983513,-0.000000,0.000000
10.606759,43.876180,-0.000000,0.0000000.169523,0.079373,10.550425,43.755453,-0.000000199,0.000000036,10.638837,43.992746,-0.000000,0.000000
10.407837,43.912741,-0.000000,0.0000000.077968,0.082547,10.382708,43.755467,-0.000000199,0.000000035,10.456636,44.029561,-0.000000,0.000000
10.208726,43.948503,-0.000000,0.0000000.081662,0.217884,10.187650,43.852556,-0.000000199,0.000000034,10.210271,44.075720,-0.000000,0.000000
10.009429,43.983465,-0.000000,0.0000000.041613,0.108275,9.979060,43.839784,-0.000000199,0.000000034,10.040812,44.134258,-0.000000,0.000000
9.809950,44.017627,-0.000000,0.0000000.208993,0.054939,9.804508,43.882765,-0.000000199,0.000000032,9.847724,44.148249,-0.000000,0.000000
9.610292,44.050986,-0.000000,0.0000000.092804,0.122627,9.563096,43.902240,-0.000000199,0.000000032,9.625753,44.171483,-0.000000,0.000000
9.410458,44.083542,-0.000000,0.0000000.110760,0.080507,9.408793,43.923449,-0.000000200,0.000000031,9.391312,44.236563,-0.000000,0.000000
9.210454,44.115294,-0.000000,0.0000000.147678,0.104491,9.215404,44.015888,-0.000000200,0.000000030,9.206517,44.222428,-0.000000,0.000000
9.010281,44.146242,-0.000000,0.0000000.107635,0.091700,8.979837,44.062966,-0.000000200,0.000000030,9.010987,44.275647,-0.000000,0.000000
8.809944,44.176384,-0.000000,0.0000000.045756,0.107870,8.749561,44.065280,-0.000000200,0.000000029,8.815876,44.331886,-0.000000,0.000000
8.609446,44.205720,-0.000000,0.0000000.020684,0.074983,8.584483,44.079206,-0.000000200,0.000000028,8.619831,44.342657,-0.000000,0.000000
8.408790,44.234248,-0.000000,0.0000000.122427,0.049417,8.382360,44.091375,-0.000000200,0.000000027,8.411894,44.358188,-0.000000,0.000000
8.207982,44.261968,-0.000000,0.0000000.126307,0.104401,8.146695,44.096648,-0.000000200,0.000000026,8.238594,44.398328,-0.000000,0.000000
8.007023,44.288879,-0.000000,0.0000000.072040,0.188324,7.979766,44.216858,-0.000000201,0.000000026,8.017828,44.424184,-0.000000,0.000000
7.805917,44.314980,-0.000000,0.0000000.042263,0.051617,7.817944,44.184453,-0.000000201,0.000000025,7.792510,44.430343,-0.000000,0.000000
7.604669,44.340270,-0.000000,0.0000000.114134,0.053945,7.568796,44.163896,-0.000000201,0.000000024,7.643389,44.493429,-0.000000,0.000000
7.403282,44.364749,-0.000000,0.0000000.068543,0.129911,7.397125,44.244809,-0.000000201,0.000000023,7.407058,44.437722,-0.000000,0.000000
7.201759,44.388416,-0.000000,0.0000000.165337,0.117275,7.165399,44.263441,-0.000000201,0.000000022,7.254697,44.513109,-0.000000,0.000000
7.000104,44.411270,-0.000000,0.0000000.095547,0.097919,6.973202,44.267304,-0.000000201,0.000000022,7.062679,44.564365,-0.000000,0.000000
6.798322,44.433311,-0.000000,0.0000000.147385,0.151671,6.766134,44.297779,-0.000000201,0.000000020,6.783478,44.555105,-0.000000,0.000000
6.596414,44.454537,-0.000000,0.0000000.049940,0.073799,6.579650,44.341654,-0.000000201,0.000000020,6.616102,44.603337,-0.000000,0.000000
6.394386,44.474948,-0.000000,0.0000000.117082,0.113179,6.364731,44.348398,-0.000000202,0.000000019,6.364118,44.608032,-0.000000,0.000000
6.192240,44.494544,-0.000000,0.0000000.075144,0.078204,6.213763,44.363756,-0.000000202,0.000000018,6.213517,44.615959,-0.000000,0.000000
5.989981,44.513323,-0.000000,0.0000000.168266,0.081889,5.939376,44.360296,-0.000000202,0.000000017,6.016850,44.645400,-0.000000,0.000000
5.787611,44.531286,-0.000000,0.0000000.156603,0.084587,5.763912,44.368450,-0.000000202,0.000000016,5.832670,44.671553,-0.000000,0.000000
5.585136,44.548431,-0.000000,0.0000000.061965,0.108978,5.527056,44.446893,-0.000000202,0.000000016,5.611334,44.676940,-0.000000,0.000000
5.382558,44.564758,-0.000000,0.0000000.131847,0.057549,5.404351,44.349946,-0.000000202,0.000000015,5.365319,44.653138,-0.000000,0.000000
5.179881,44.580266,-0.000000,0.0000000.081701,0.152647,5.120652,44.468309,-0.000000202,0.000000014,5.260830,44.753213,-0.000000,0.000000
4.977109,44.594954,-0.000000,0.0000000.148361,0.026876,4.971603,44.468344,-0.000000202,0.000000013,4.995220,44.717451,-0.000000,0.000000
4.774245,44.608823,-0.000000,0.0000000.029309,0.060891,4.745675,44.521475,-0.000000202,0.000000013,4.810687,44.752584,-0.000000,0.000000
4.571294,44.621872,-0.000000,0.0000000.075257,0.161222,4.521584,44.495271,-0.000000202,0.000000012,4.560301,44.744808,-0.000000,0.000000
4.368258,44.634100,-0.000000,0.0000000.075614,0.075625,4.333403,44.475171,-0.000000203,0.000000011,4.355067,44.751489,-0.000000,0.000000
4.165142,44.645506,-0.000000,0.0000000.050996,0.161075,4.181957,44.511411,-0.000000203,0.000000010,4.207129,44.790886,-0.000000,0.000000
3.961950,44.656091,-0.000000,0.0000000.201106,0.223280,3.986772,44.575662,-0.000000203,0.000000009,3.973551,44.803166,-0.000000,0.000000
3.758684,44.665854,-0.000000,0.0000000.166593,0.177310,3.741975,44.569393,-0.000000203,0.000000008,3.742558,44.762171,-0.000000,0.000000
3.555349,44.674793,-0.000000,0.0000000.029186,0.144782,3.555556,44.513128,-0.000000203,0.000000008,3.540922,44.807178,-0.000000,0.000000
3.351949,44.682910,-0.000000,0.0000000.114665,0.155322,3.384394,44.554197,-0.000000203,0.000000007,3.374882,44.781097,-0.000000,0.000000
3.148487,44.690203,-0.000000,0.0000000.104511,0.190441,3.112561,44.539417,-0.000000203,0.000000006,3.126892,44.817286,-0.000000,0.000000
2.944967,44.696672,-0.000000,0.0000000.133901,0.111914,2.944322,44.572403,-0.000000203,0.000000005,2.937398,44.836525,-0.000000,0.000000
2.741393,44.702318,-0.000000,0.0000000.081673,0.191437,2.725115,44.546536,-0.000000203,0.000000004,2.742286,44.843805,-0.000000,0.000000
2.537768,44.707138,-0.000000,0.0000000.088451,0.097605,2.567451,44.608270,-0.000000203,0.000000004,2.578772,44.885122,-0.000000,0.000000
2.334096,44.711134,-0.000000,0.0000000.048089,0.111293,2.345999,44.580865,-0.000000203,0.000000003,2.329261,44.827123,-0.000000,0.000000
2.130381,44.714304,-0.000000,0.0000000.074471,0.079550,2.149049,44.570590,-0.000000203,0.000000002,2.131571,44.851352,-0.000000,0.000000
1.926627,44.716649,-0.000000,0.0000000.076542,0.113374,1.961030,44.599368,-0.000000203,0.000000001,1.933524,44.878640,-0.000000,0.000000
1.722837,44.718168,-0.000000,0.0000000.145796,0.102559,1.676714,44.551993,-0.000000203,-0.000000000,1.762586,44.888149,-0.000000,0.000000
1.519016,44.718861,-0.000000,-0.0000000.087491,0.132630,1.501452,44.574046,-0.000000203,-0.000000001,1.525831,44.867889,-0.000000,0.000000
1.315166,44.718728,-0.000000,-0.0000000.028015,0.058023,1.297555,44.584340,-0.000000203,-0.000000001,1.318595,44.814030,-0.000000,-0.000000
1.111292,44.717768,-0.000000,-0.0000000.064664,0.051640,1.100900,44.599754,-0.000000203,-0.000000002,1.085689,44.848092,-0.000000,-0.000000
0.907397,44.715982,-0.000000,-0.0000000.102503,0.055017,0.945759,44.606538,-0.000000203,-0.000000003,0.958288,44.904353,-0.000000,-0.000000
0.703486,44.713369,-0.000000,-0.0000000.103594,0.133843,0.724648,44.622521,-0.000000203,-0.000000004,0.682043,44.831857,-0.000000,-0.000000
0.499562,44.709928,-0.000000,-0.0000000.135310,0.087516,0.496874,44.583328,-0.000000203,-0.000000005,0.521406,44.862807,-0.000000,-0.000000
0.295628,44.705661,-0.000000,-0.0000000.123878,0.133264,0.302950,44.528086,-0.000000203,-0.000000006,0.292205,44.868916,-0.000000,-0.000000
0.091689,44.700566,-0.000000,-0.0000000.069793,0.042272,0.067650,44.600583,-0.000000203,-0.000000006,0.072260,44.848877,-0.000000,-0.000000
-0.112251,44.694644,-0.000000,-0.0000000.092210,0.115755,-0.111900,44.583812,-0.000000203,-0.000000007,-0.053665,44.809819,-0.000000,-0.000000
-0.316190,44.687895,-0.000000,-0.0000000.117449,0.065193,-0.352227,44.550065,-0.000000203,-0.000000008,-0.351997,44.833731,-0.000000,-0.000000
-0.520123,44.680318,-0.000000,-0.0000000.183269,0.076024,-0.489092,44.523145,-0.000000203,-0.000000009,-0.560827,44.810987,-0.000000,-0.000000
-0.724046,44.671914,-0.000000,-0.0000000.120584,0.118041,-0.715087,44.515641,-0.000000203,-0.000000010,-0.794828,44.821994,-0.000000,-0.000000
-0.927956,44.662681,-0.000000,-0.0000000.119587,0.086122,-0.896442,44.544607,-0.000000203,-0.000000011,-0.909408,44.762653,-0.000000,-0.000000
-1.131848,44.652622,-0.000000,-0.0000000.128006,0.144686,-1.116997,44.534352,-0.000000203,-0.000000011,-1.141166,44.786596,-0.000000,-0.000000
-1.335720,44.641734,-0.000000,-0.0000000.039379,0.115562,-1.347015,44.512914,-0.000000203,-0.000000012,-1.324241,44.763717,-0.000000,-0.000000
-1.539566,44.630020,-0.000000,-0.0000000.113725,0.102817,-1.534891,44.502345,-0.000000203,-0.000000013,-1.546821,44.777227,-0.000000,-0.000000
-1.743385,44.617477,-0.000000,-0.0000000.060430,0.096470,-1.715212,44.457344,-0.000000203,-0.000000014,-1.740956,44.774377,-0.000000,-0.000000
-1.947171,44.604107,-0.000000,-0.0000000.179798,0.180919,-1.929856,44.514117,-0.000000203,-0.000000015,-1.987903,44.761692,-0.000000,-0.000000
-2.150920,44.589910,-0.000000,-0.0000000.054963,0.133234,-2.105056,44.467047,-0.000000203,-0.000000015,-2.156134,44.739105,-0.000000,-0.000000
-2.354630,44.574886,-0.000000,-0.0000000.077493,0.070135,-2.350676,44.468711,-0.000000203,-0.000000016,-2.357992,44.718548,-0.000000,-0.000000
-2.558297,44.559034,-0.000000,-0.0000000.096369,0.167707,-2.576259,44.394848,-0.000000203,-0.000000017,-2.578919,44.733205,-0.000000,-0.000000
-2.761915,44.542356,-0.000000,-0.0000000.129828,0.095065,-2.745622,44.414709,-0.000000203,-0.000000018,-2.703665,44.644844,-0.000000,-0.000000
-2.965483,44.524850,-0.000000,-0.0000000.075083,0.070930,-2.948345,44.399982,-0.000000203,-0.000000019,-2.969220,44.635790,-0.000000,-0.000000
-3.168995,44.506518,-0.000000,-0.0000000.119816,0.095119,-3.136430,44.385777,-0.000000203,-0.000000020,-3.148240,44.683186,-0.000000,-0.000000
-3.372449,44.487359,-0.000000,-0.0000000.097204,0.113677,-3.357703,44.408225,-0.000000203,-0.000000020,-3.427002,44.604167,-0.000000,-0.000000
-3.575839,44.467375,-0.000000,-0.0000000.100191,0.133716,-3.529408,44.343337,-0.000000203,-0.000000021,-3.573119,44.594065,-0.000000,-0.000000
-3.779164,44.446564,-0.000000,-0.0000000.032182,0.092343,-3.788690,44.326985,-0.000000203,-0.000000022,-3.742525,44.612367,-0.000000,-0.000000
-3.982418,44.424927,-0.000000,-0.0000000.093437,0.122186,-3.963038,44.309237,-0.000000203,-0.000000023,-3.989802,44.575931,-0.000000,-0.000000
-4.185598,44.402465,-0.000000,-0.0000000.086312,0.186073,-4.218415,44.286334,-0.000000202,-0.000000024,-4.205069,44.594844,-0.000000,-0.000000
-4.388701,44.379178,-0.000000,-0.0000000.126545,0.200340,-4.328897,44.232039,-0.000000202,-0.000000025,-4.453471,44.531436,-0.000000,-0.000000
-4.591722,44.355066,-0.000000,-0.0000000.119942,0.094649,-4.565681,44.258988,-0.000000202,-0.000000025,-4.581778,44.483158,-0.000000,-0.000000
-4.794657,44.330129,-0.000000,-0.0000000.117191,0.071129,-4.792117,44.174800,-0.000000202,-0.000000026,-4.778533,44.452966,-0.000000,-0.000000
-4.997504,44.304368,-0.000000,-0.0000000.124174,0.131644,-4.931352,44.190243,-0.000000202,-0.000000027,-4.993531,44.419939,-0.000000,-0.000000
-5.200257,44.277784,-0.000000,-0.0000000.120851,0.177230,-5.218804,44.178182,-0.000000202,-0.000000028,-5.197563,44.405671,-0.000000,-0.000000
-5.402914,44.250376,-0.000000,-0.0000000.161476,0.103400,-5.377016,44.132591,-0.000000202,-0.000000029,-5.439424,44.377487,-0.000000,-0.000000
-5.605470,44.222145,-0.000000,-0.0000000.187736,0.246845,-5.576562,44.085095,-0.000000202,-0.000000030,-5.612524,44.366086,-0.000000,-0.000000
-5.807922,44.193091,-0.000000,-0.0000000.128580,0.099438,-5.774312,44.062538,-0.000000202,-0.000000030,-5.801441,44.363964,-0.000000,-0.000000
-6.010266,44.163215,-0.000000,-0.0000000.129611,0.093781,-5.925519,44.048224,-0.000000202,-0.000000031,-6.059554,44.338980,-0.000000,-0.000000
-6.212499,44.132518,-0.000000,-0.0000000.123480,0.036967,-6.182079,43.985520,-0.000000201,-0.000000032,-6.218944,44.286275,-0.000000,-0.000000
-6.414615,44.100999,-0.000000,-0.0000000.208228,0.123897,-6.350825,43.962921,-0.000000201,-0.000000033,-6.403625,44.237534,-0.000000,-0.000000
-6.616612,44.068659,-0.000000,-0.0000000.072595,0.121170,-6.617723,43.939276,-0.000000201,-0.000000033,-6.641774,44.114872,-0.000000,-0.000000
-6.818486,44.035500,-0.000000,-0.0000000.056875,0.142440,-6.750035,43.901855,-0.000000201,-0.000000034,-6.895786,44.152036,-0.000000,-0.000000
-7.020233,44.001520,-0.000000,-0.0000000.086033,0.196795,-6.920704,43.896701,-0.000000201,-0.000000035,-7.037471,44.113019,-0.000000,-0.000000
-7.221850,43.966722,-0.000000,-0.0000000.152397,0.126732,-7.210148,43.822313,-0.000000201,-0.000000036,-7.263879,44.135282,-0.000000,-0.000000
-7.423332,43.931105,-0.000000,-0.0000000.079515,0.057761,-7.342648,43.808218,-0.000000201,-0.000000037,-7.496966,44.063574,-0.000000,-0.000000
-7.624676,43.894670,-0.000000,-0.0000000.151886,0.144711,-7.594210,43.749895,-0.000000200,-0.000000038,-7.667328,44.045781,-0.000000,-0.000000
-7.825877,43.857418,-0.000000,-0.0000000.077370,0.093503,-7.795108,43.707110,-0.000000200,-0.000000038,-7.820026,43.968544,-0.000000,-0.000000
-8.026933,43.819350,-0.000000,-0.0000000.055840,0.116027,-7.977024,43.652598,-0.000000200,-0.000000039,-8.084513,43.934027,-0.000000,-0.000000
-8.227840,43.780465,-0.000000,-0.0000000.099065,0.066620,-8.169292,43.677938,-0.000000200,-0.000000040,-8.256088,43.882019,-0.000000,-0.000000
-8.428593,43.740765,-0.000000,-0.0000000.086119,0.086969,-8.384443,43.592427,-0.000000200,-0.000000041,-8.459314,43.849640,-0.000000,-0.000000
-8.629190,43.700250,-0.000000,-0.0000000.039903,0.082299,-8.591664,43.592444,-0.000000200,-0.000000041,-8.637911,43.831638,-0.000000,-0.000000
-8.829625,43.658922,-0.000000,-0.0000000.101749,0.133081,-8.833988,43.517236,-0.000000200,-0.000000042,-8.833527,43.788790,-0.000000,-0.000000
-9.029897,43.616780,-0.000000,-0.0000000.111783,0.069460,-8.965011,43.476691,-0.000000199,-0.000000043,-9.038663,43.691197,-0.000000,-0.000000
-9.230000,43.573825,-0.000000,-0.0000000.131086,0.090181,-9.218756,43.413932,-0.000000199,-0.000000044,-9.279534,43.684114,-0.000000,-0.000000
-9.429931,43.530060,-0.000000,-0.0000000.115053,0.159026,-9.396097,43.381362,-0.000000199,-0.000000045,-9.478617,43.691230,-0.000000,-0.000000
-9.629686,43.485483,-0.000000,-0.0000000.117763,0.060757,-9.596765,43.360821,-0.000000199,-0.000000046,-9.691383,43.638531,-0.000000,-0.000000
-9.829262,43.440096,-0.000000,-0.0000000.079040,0.103536,-9.785730,43.330107,-0.000000199,-0.000000046,-9.843697,43.530097,-0.000000,-0.000000
-10.028655,43.393899,-0.000000,-0.0000000.065402,0.107636,-9.995781,43.223777,-0.000000199,-0.000000047,-10.053018,43.526060,-0.000000,-0.000000
-10.227861,43.346895,-0.000000,-0.0000000.180616,0.053519,-10.212622,43.234688,-0.000000198,-0.000000049,-10.270291,43.518485,-0.000000,-0.000000
-10.426877,43.299083,-0.000000,-0.0000000.050975,0.083748,-10.324721,43.187329,-0.000000198,-0.000000049,-10.466776,43.479836,-0.000000,-0.000000
-10.625698,43.250464,-0.000000,-0.0000000.092714,0.135173,-10.596865,43.089614,-0.000000198,-0.000000050,-10.682873,43.363552,-0.000000,-0.000000
-10.824321,43.201039,-0.000000,-0.0000000.028779,0.093059,-10.742758,43.084624,-0.000000198,-0.000000050,-10.864217,43.339851,-0.000000,-0.000000
-11.022743,43.150809,-0.000000,-0.0000000.088775,0.168855,-10.986563,42.993824,-0.000000198,-0.000000051,-11.051556,43.263080,-0.000000,-0.000000
-11.220959,43.099776,-0.000000,-0.0000000.168425,0.169908,-11.168304,42.958187,-0.000000197,-0.000000052,-11.253274,43.311475,-0.000000,-0.000000
-11.418966,43.047939,-0.000000,-0.0000000.147127,0.024366,-11.373645,42.958057,-0.000000197,-0.000000053,-11.435018,43.179399,-0.000000,-0.000000
-11.616761,42.995301,-0.000000,-0.0000000.037832,0.074870,-11.570818,42.859743,-0.000000197,-0.000000053,-11.645966,43.136654,-0.000000,-0.000000
-11.814339,42.941861,-0.000000,-0.0000000.088006,0.151960,-11.754067,42.806944,-0.000000197,-0.000000054,-11.825483,43.020519,-0.000000,-0.000000
-12.011697,42.887622,-0.000000,-0.0000000.090599,0.091312,-11.959536,42.770475,-0.000000196,-0.000000055,-12.049661,43.032317,-0.000000,-0.000000
-12.208831,42.832583,-0.000000,-0.0000000.070120,0.156341,-12.183785,42.754741,-0.000000196,-0.000000056,-12.258469,42.949450,-0.000000,-0.000000
-12.405738,42.776747,-0.000000,-0.0000000.125450,0.169303,-12.399560,42.650998,-0.000000196,-0.000000057,-12.404154,42.875112,-0.000000,-0.000000
-12.602413,42.720113,-0.000000,-0.0000000.130630,0.114433,-12.587250,42.609951,-0.000000196,-0.000000058,-12.644948,42.897466,-0.000000,-0.000000
-12.798854,42.662684,-0.000000,-0.0000000.083562,0.143908,-12.728053,42.544380,-0.000000195,-0.000000058,-12.874153,42.762051,-0.000000,-0.000000
-12.995057,42.604460,-0.000000,-0.0000000.161062,0.033878,-12.932502,42.446969,-0.000000195,-0.000000060,-13.033779,42.721020,-0.000000,-0.000000
-13.191017,42.545443,-0.000000,-0.0000000.065852,0.136515,-13.120340,42.419223,-0.000000195,-0.000000060,-13.263280,42.633970,-0.000000,-0.000000
-13.386732,42.485633,-0.000000,-0.0000000.094951,0.057136,-13.371376,42.357363,-0.000000195,-0.000000061,-13.392154,42.630592,-0.000000,-0.000000
-13.582197,42.425032,-0.000000,-0.0000000.119566,0.184206,-13.535374,42.252884,-0.000000194,-0.000000062,-13.606305,42.544365,-0.000000,-0.000000
-13.777410,42.363640,-0.000000,-0.0000000.195550,0.094761,-13.766936,42.227885,-0.000000194,-0.000000063,-13.769211,42.534048,-0.000000,-0.000000
-13.972365,42.301460,-0.000000,-0.0000000.100412,0.156583,-13.955607,42.132915,-0.000000194,-0.000000063,-14.022810,42.387773,-0.000000,-0.000000
-14.167061,42.238492,-0.000000,-0.0000000.096804,0.047360,-14.162174,42.144761,-0.000000194,-0.000000064,-14.173374,42.360229,-0.000000,-0.000000
-14.361493,42.174738,-0.000000,-0.0000000.145512,0.108165,-14.365724,42.037886,-0.000000193,-0.000000065,-14.418629,42.288666,-0.000000,-0.000000
-14.555657,42.110198,-0.000000,-0.0000000.109515,0.063105,-14.514400,42.005147,-0.000000193,-0.000000066,-14.606137,42.175535,-0.000000,-0.000000
-14.749551,42.044875,-0.000000,-0.0000000.135742,0.164334,-14.663068,41.940602,-0.000000193,-0.000000067,-14.796319,42.232612,-0.000000,-0.000000
-14.943170,41.978768,-0.000000,-0.0000000.080715,0.084969,-14.936553,41.885803,-0.000000193,-0.000000067,-14.948300,42.145464,-0.000000,-0.000000
-15.136511,41.911881,-0.000000,-0.0000000.060971,0.096087,-15.094524,41.768396,-0.000000192,-0.000000068,-15.209266,42.037483,-0.000000,-0.000000
-15.329570,41.844213,-0.000000,-0.0000000.056492,0.098563,-15.269891,41.695897,-0.000000192,-0.000000068,-15.398437,41.981358,-0.000000,-0.000000
-15.522343,41.775766,-0.000000,-0.0000000.075575,0.161391,-15.486015,41.637919,-0.000000192,-0.000000069,-15.543087,41.872991,-0.000000,-0.000000
